Whitney Morgan,213,25,1911-05-18
Melissa Clark,226,45,1913-02-02
Megan Moore,172,27,1916-10-02
Emily Dyer,213,21,1996-12-17
Martha Johnson,155,29,2000-07-30
Tara Best,165,42,2007-12-20
Christie Patterson,227,50,1938-05-26
Tammy Ayers,230,22,1978-12-24
Roberta Brown,208,18,1991-02-10
Teresa White MD,208,50,2013-02-13
Angela Contreras,238,24,1962-06-04
Stephanie Franklin,230,37,1964-07-18
Sherri Smith,221,26,2021-08-29
Robin Walker,203,49,1999-05-14
Jessica Fox,168,48,1910-07-02
Susan Wallace,212,39,1950-02-08
Laura Matthews,170,19,1940-09-20
Teresa Fuller,238,19,1932-04-30
Renee Rhodes,229,44,1968-05-16
Amanda Hughes,191,28,1911-09-08
Veronica Ramos,209,27,1932-07-01
Misty Baker,164,44,1946-01-26
Melissa Michael,158,49,2020-05-18
Elizabeth Miller,226,49,2020-09-10
Brittney Washington,239,23,1926-09-19
Mariah Moore,196,28,1957-08-01
Doris Olson,167,40,2000-12-06
Haley Dunn,163,19,1914-02-06
Patricia Ford,208,30,1961-01-04
Erin Blair,169,18,2002-08-01
Michelle Lynch,233,40,1908-02-15
Alicia Adams,199,27,1982-02-18
Megan Ramirez,162,49,1935-05-15
Ashley Lopez,157,48,2015-05-30
Kathy Garcia,200,37,1949-06-08
Sara Williams,159,29,2018-02-05
Christina Smith,217,26,1926-11-02
Julia Kemp,163,39,1997-12-16
Summer Watson,199,36,1940-10-04
Monica Marshall,203,37,1943-10-17
Ashley Bradley,200,40,1923-12-18
Autumn Williams,162,45,2017-06-30
Rita Ward,209,25,2010-07-26
Caitlin Mcbride,199,36,1920-08-31
Caroline Taylor,198,33,1988-08-26
Madison Wright,217,43,1959-06-30
Christina Williamson,158,46,1965-07-31
Joann Barnes,161,37,1997-08-17
Angela Jackson,161,25,1984-11-26
Lauren Perez,190,29,2002-02-09
Denise Peck,172,36,1945-12-21
Patricia Edwards,198,34,1964-04-13
Debbie Scott,239,31,1982-04-18
Tara Moran,195,35,1995-03-30
Katherine Munoz,223,48,1990-04-04
Sarah Banks,154,34,1929-08-24
Paula Miller,238,43,2007-08-08
Amanda Maxwell,240,24,1968-08-02
Kathryn Lewis,178,25,2007-01-02
Selena Singleton,158,45,1973-09-20
Amanda Miller,182,46,1975-10-16
Rachel Fisher,211,33,2012-05-09
Deborah Jackson,183,30,1930-04-11
Katherine Jones,179,20,2001-09-14
Cheryl Franco,240,42,1916-10-01
Sarah Chen,197,47,2003-08-10
Alisha Edwards,164,50,1986-02-21
Alexa Abbott,215,48,1934-05-24
Colleen Hall,158,18,1993-02-22
Mrs. Rebecca Miller DDS,185,23,1942-03-18
Susan Sanders,222,42,1947-08-10
Kelli Pearson,167,35,1940-06-13
Anne Thompson,224,21,1925-08-07
Jacqueline Lopez,157,37,1907-03-08
Cheryl Anderson,210,21,1982-12-03
Laurie Smith,206,32,1964-11-19
Heather Wagner,175,42,1916-11-27
Stephanie Evans,161,22,1917-06-06
Darlene Jones,185,28,1973-03-16
Carolyn Mendez,191,35,1981-02-07
Katie Henderson,201,36,2014-08-01
Courtney Ramirez,235,38,1979-12-23
Jaime Mills,215,38,1963-08-10
Alison Briggs,202,49,1964-01-26
Kim Smith,169,35,1956-01-07
Rachel Stone,168,30,2007-10-04
Kathleen Jones,170,44,1962-12-12
Tracy West,228,27,1917-11-02
Anne Williams,167,20,2018-09-15
Sydney Boyer,199,30,1995-04-11
Dawn Wilson,166,48,1956-10-10
Julia Rhodes MD,220,23,1953-12-30
Monique Rodriguez,166,36,1974-06-21
Jessica Shaw,166,31,2005-05-27
Deanna Sheppard,165,38,1919-10-30
Donna Gay,225,24,1960-10-01
