Lisa Anderson,186,47,1952-01-18
Carrie Martinez,185,30,1999-12-29
Ashley Klein,201,31,1981-10-28
Kelly Oconnor,213,32,1976-07-05
Leslie Singh,178,30,1945-04-22
Toni Banks,164,39,2012-07-18
Ellen Vasquez,186,40,1999-03-19
Maria Frost,224,50,1992-02-18
Lisa Norris,218,33,1923-04-29
Katelyn Reed,212,45,1937-05-06
Alejandra Lewis,204,32,2001-04-11
Traci Smith,169,42,1954-02-18
Anne Hopkins,199,49,1906-06-26
Kristina Jimenez,168,49,2013-07-06
Crystal Allen,189,20,1972-05-09
Lori Booth,176,26,1966-12-05
Haley Mills,205,48,1977-10-26
Misty Taylor,225,48,1936-04-24
Crystal Pope,190,33,2003-10-02
Cindy Mills,167,31,1987-12-05
Amy Hoffman,207,35,1927-02-15
Stacey Pugh,204,44,1923-09-17
Jessica Watson,240,46,1925-08-22
Dana Johnson,236,18,1976-01-12
Carly Williams,236,32,1956-11-12
Carol Hess,154,21,1988-04-19
Beth Beck,239,29,1983-12-27
Samantha Howell,173,26,1956-04-08
Judy Williams,191,28,1977-06-17
Kelly Hale,194,36,1945-09-07
Brenda Bailey,198,23,1998-02-13
Mrs. Barbara Davis DVM,168,19,2010-03-28
Rachel Shaw,201,32,1914-10-04
Carol Parker,190,46,1968-11-01
Laura Cooper,195,45,1979-05-26
Tiffany Johnson,216,23,1914-12-23
Amy Snyder,205,21,1998-02-19
Christine Boyd,199,24,2002-03-27
Mallory Burgess,199,35,1967-10-15
Sandra Cooper,187,48,1968-05-16
Caitlin Skinner,167,27,1974-09-26
Amy Lozano,157,31,2020-11-17
Cheryl Ferguson,177,36,2008-05-11
Kerry Waters,225,26,1985-06-06
Christina Harris,220,23,1928-12-23
Jillian James,240,44,1941-12-26
Victoria Blake,161,43,1971-08-07
Regina Gonzales,201,40,1960-01-30
Susan Silva,197,33,2017-09-06
Julie Wheeler,224,50,1937-03-11
Susan Haley DDS,205,28,1954-12-28
Michelle Green,156,38,2000-12-07
Janet Robinson,223,18,1916-11-25
Kimberly Price MD,155,18,1924-06-12
Alice Gillespie,209,42,1909-12-02
Mrs. Kimberly Hanna DDS,199,25,1920-10-17
Julie Mathews,238,18,1921-02-14
Mrs. Sherri Sims,220,45,1906-06-17
Courtney Olson,226,38,1923-10-14
Bianca Douglas,215,46,1944-01-18
Karen Smith,161,22,1945-07-07
Shelby Ho,195,38,1988-07-01
Phyllis Bartlett,209,41,1940-03-28
Jennifer Anderson,190,23,2018-11-07
Kelli Murphy,236,40,2016-03-10
Regina Salas,201,24,1935-02-10
Jacqueline Mcmillan,162,49,1930-06-28
Wendy Frey,190,36,1936-06-02
Kristen Jackson,195,24,1949-03-15
Elizabeth Moyer,227,31,1936-11-03
Robin Parrish,237,27,1983-12-12
Michelle Brown,232,32,1927-05-22
Amy Jordan,240,49,1995-05-31
Kara Russell,189,18,2018-07-04
Danielle Williams,197,50,2000-07-25
Stacie Hughes,228,35,1917-02-10
Michelle Mcguire,196,22,1963-01-21
