Dustin Alexander,205,40,1915-12-02
Andrew Powers,157,47,1923-10-18
Robert Martin,199,37,1946-02-16
Joshua Beltran,177,43,1995-02-05
Andre Walker,208,31,1982-11-19
Brian Sanchez,179,44,2007-07-09
Cristian Mccullough,212,33,2002-08-28
Paul Smith,206,35,1989-01-08
Steve Cunningham,183,32,1976-01-05
Samuel Kent,159,34,1967-04-29
Christopher Allen,228,48,2010-05-12
Ryan Jackson,166,50,1986-05-29
Matthew Wang,217,25,1963-09-02
Phillip White,227,31,1986-03-18
Robert Jones,226,46,2005-05-17
Jay Pierce,197,40,1944-07-16
Timothy Navarro,160,19,1921-12-16
Derek Anderson,200,23,1973-06-10
Leonard Scott,220,42,1952-05-31
Matthew Adams,227,41,1906-08-18
Timothy Blackwell,240,27,2019-06-09
Jeff Flores,201,38,2009-08-25
Phillip Armstrong,163,36,1910-02-02
Mario Macdonald,215,35,1939-02-20
Jonathan Wang,220,44,1939-01-24
Gerald Santos,189,23,1925-05-28
Mr. Andrew Miller,181,39,1920-07-02
Lance Carroll,234,31,1936-02-06
Michael Davis,176,29,1913-08-06
Phillip Johnson,169,39,2011-10-14
Frank Wood,176,44,1948-08-30
Patrick Snyder,161,43,1932-03-04
Ronald Bennett,232,25,1976-11-22
David Mclean,193,28,1938-02-08
Ian Alexander,205,49,1998-08-09
Douglas Hernandez,196,32,1924-04-27
Benjamin Allen,238,32,1950-07-07
Ronald White,208,32,1995-08-01
Eric Watson,174,41,2021-02-02
John Jones,217,41,1943-03-23
Christopher Berry,221,24,2011-02-07
David Anderson,189,26,1966-04-10
Jason Richards,186,23,2003-09-11
Brandon Garcia,197,44,1921-11-13
Logan Page,188,27,1987-05-07
Matthew Garcia,199,49,1996-12-27
Zachary Maddox,203,34,1999-08-17
David Adkins,202,22,1909-10-05
Walter Miller,173,29,1920-10-23
Jeremy Flores,233,34,2011-11-06
Jonathan Campos,212,44,1972-05-31
Daniel Rodriguez,161,33,1946-02-27
Johnny Young,170,43,1936-07-06
Eduardo Moreno,182,26,1908-01-16
David Reese,162,24,1999-07-24
Chase Williams,235,26,1956-10-25
