Mike Hoover,233,41,1928-08-28
Michael Thomas,240,44,1916-10-21
Daniel Taylor,181,37,1945-03-19
Darren Nguyen,231,45,2018-09-13
Russell Morgan,205,33,1992-08-30
Joseph Kline,153,36,2010-09-11
Andrew Wade,193,30,2011-01-02
Nicholas Wilson,154,22,1969-12-21
Edward Hodges,191,26,1947-08-27
Mitchell Nelson,226,40,1946-12-16
Nathan Johnson,167,21,1960-03-08
Jose Juarez,183,43,1991-11-10
Kenneth Morgan,168,33,1960-04-25
Curtis Snow,206,44,1996-03-30
Robert Neal,213,49,2021-10-19
Kyle Garcia,161,40,1930-07-11
Matthew Owens,231,41,1969-04-08
Donald Strong,175,29,1990-05-21
William Jimenez,215,24,2018-08-24
Jose Harris,240,34,1996-03-15
Mark Anderson,164,23,2012-01-19
Adam Rodriguez,238,43,1977-02-18
Ryan Hernandez,175,18,2016-11-13
Jacob Pierce,182,20,1918-07-31
William Norman,171,32,2002-07-21
Matthew Martinez,174,43,1969-08-15
David Brown,173,34,1921-09-28
Corey Wagner,166,43,2008-11-25
Charles Bell,176,20,1977-02-11
Michael Cooper,196,31,1940-05-02
Taylor Mullins,203,28,1967-11-18
Larry Deleon,155,31,2014-12-07
Brian Davis,155,27,1935-09-08
Arthur Smith,153,34,1955-09-12
Tracy Bauer,154,21,1939-08-14
Glenn Harris,231,48,1965-11-12
Bradley Anderson,180,45,1987-04-16
Brent Davis,196,18,1914-02-10
Dr. Daniel Craig,171,23,1928-06-26
Christopher Brown,213,44,1984-08-18
James Clarke,185,45,2021-10-03
Miguel Parker,176,43,1915-09-20
Jason Dean,159,45,1999-06-02
James Salazar,173,35,1993-11-20
Eric Bridges,194,26,1957-04-12
Matthew Aguilar,213,49,1927-10-12
Mark Walker,219,29,1939-04-18
Allen Aguilar,222,25,1936-10-24
Darin Sutton,199,19,2010-05-31
William Hartman,159,25,2014-07-06
Mark Roberts,157,42,1924-03-31
Mark Richardson,161,31,1925-08-12
Anthony Carter,230,38,1992-04-01
Phillip Mata,214,21,1950-09-06
Alexander Bray,228,33,1972-09-20
Joshua Robinson,240,23,1938-07-31
Michael Tyler,217,23,1957-04-23
Nicholas Padilla Jr.,216,28,1920-05-23
Robert Mejia,219,50,1919-01-25
Craig Howard,227,19,2002-06-12
Dave Livingston,198,32,1926-10-25
Brent Stephens,226,38,1954-08-05
James Blackwell,172,20,1957-09-19
Thomas Garrett,171,37,1987-08-30
James Johnson,169,27,2010-09-02
Levi Bullock,206,21,2011-06-30
Jason Ballard,188,46,1931-12-11
Richard Kent,192,36,1959-02-10
Karl Gilbert,189,29,2000-12-02
Michael Jensen,201,33,1981-05-23
Kevin Moss,193,38,1956-04-22
Shawn Cox,224,36,1922-06-20
Michael Perry,229,24,2014-06-17
