Logan Oconnell,205,23,2003-03-14
Thomas Johnson,218,43,1988-10-07
Matthew Hickman,220,22,1982-07-08
Jordan Hanson,225,22,1926-03-01
Eric Turner,213,34,1977-03-21
Jake Carson,220,34,1913-02-20
Mario Hart,225,34,1945-02-05
James Bennett,205,31,2015-02-22
Todd Flores,193,44,1982-06-24
Todd Grant,225,46,1972-04-28
Daniel Mcintosh,235,35,1962-11-10
Ryan Zhang,181,50,2012-05-27
Joel Bryant,189,29,1984-01-22
Austin Rice,184,34,1910-11-09
Aaron Floyd,170,26,1937-06-15
James Young,227,50,1916-12-02
Timothy Hall,197,32,1950-08-24
Sean Williams,221,41,1960-03-13
Brian Salinas,158,26,1987-05-15
John Garcia,156,36,1969-04-09
Shawn Navarro,178,36,1990-03-30
Bruce Pena,200,35,1973-01-15
Gerald Beltran,179,30,1922-09-27
Tyler Ortega,185,41,1954-02-24
Stephen Haynes,168,45,1947-09-29
Jacob Hall,189,41,2013-09-17
Matthew Daniels PhD,178,38,1952-10-24
Antonio Brooks DDS,196,32,1984-02-18
Jared Woods,230,33,1908-05-23
Dwayne Davis,158,46,2016-03-01
Jason Campbell,181,21,1919-04-07
Daniel Brown,187,50,1929-12-19
Perry Rojas,155,37,1980-07-29
Philip Mckenzie,186,48,1917-04-24
William Dixon,238,39,1957-07-24
Christopher Rodriguez,189,50,1916-01-13
Robert Mathews,223,50,2007-12-30
Joseph Merritt,182,42,1935-09-12
James Castro,157,50,1991-02-10
Michael Johnson,224,24,1948-09-01
Steven Brown,195,28,1943-03-25
Jonathan Cunningham,231,32,1931-10-25
Tyler Watson,202,23,1993-05-14
Jeffrey Murphy,196,43,1947-12-18
Ryan Smith,215,46,1942-11-19
James Paul,220,35,2021-09-13
Steven Middleton,237,46,1923-05-09
Paul Davis,166,50,1933-04-06
Joshua Mejia,205,43,2021-06-02
Chase Douglas,193,27,2011-06-13
Ricky Rice,205,44,1998-02-04
Dave Parker,175,19,1959-01-16
Jeffrey Valdez,163,40,1959-03-31
Mark Diaz,166,18,1915-07-15
Mr. Kyle Taylor,192,28,1968-12-27
Robert Stone,177,45,1956-07-01
Ricky Lynch,226,49,1917-09-02
Joseph Mcdonald,214,39,2020-04-17
Timothy Parker,182,41,2014-09-02
Michael Ramirez,240,33,1976-03-05
Brian Stout,211,37,1973-07-05
Matthew Hayes,235,42,1956-08-04
Timothy Fisher,219,46,1967-07-14
Edward Pena,192,25,1921-03-26
Logan Eaton,229,22,1946-12-20
John Gonzalez,189,26,1953-09-14
Jonathan Hinton,195,39,1911-01-13
Jordan Logan,185,44,1913-03-04
Scott Rivera,185,32,2008-04-19
Robert Flores,175,44,1949-08-20
Kenneth Gonzales,219,29,1907-10-26
Steven Richardson,153,26,1968-01-21
Jesse Taylor,221,44,1958-03-14
David Williams,203,18,1977-10-13
Joseph Bell,209,50,1989-05-17
David Vargas,228,37,1937-06-02
Troy Long,154,25,2010-03-28
John Griffin,166,21,1948-02-06
Brian Hubbard,235,37,2019-12-17
Jose Thompson,159,34,2018-07-03
Tim Berry,194,45,1973-10-25
Scott Moreno,207,42,1925-07-21
Steven Walker,225,41,1927-03-27
Richard Goodman,176,43,1909-02-08
Patrick Horn,239,47,1972-01-08
Dr. Juan Garcia,235,35,1978-06-25
Dan Armstrong,215,19,1955-08-20
Mitchell Ruiz,238,32,2015-08-22
Daniel Miller,178,43,1977-09-30
Matthew Frazier,163,33,1938-02-09
Steven Reynolds,225,36,1975-09-08
Luke Phillips,205,35,1915-04-19
Thomas Ward,237,18,1923-03-24
William Wall,177,21,1986-08-02
Ronnie Cobb,167,42,1926-06-16
