Cassandra Lee,190,23,2000-07-21
Danielle Fuller,220,37,1934-05-19
Julie Kim,196,30,1937-08-31
Miss Ashley Burns MD,204,25,1989-03-16
Christina Patterson,155,48,1907-08-25
Cynthia Bishop,224,48,1912-12-06
Holly Aguilar,240,43,1912-11-12
Audrey Haas,195,28,1982-07-10
Wanda Elliott,170,20,1983-06-13
Angel Hunter,169,32,1945-06-29
Candice Thomas,154,32,1982-08-16
Heather Walker,233,33,2008-02-03
Kelsey Hahn,225,44,1966-01-11
Abigail Daniel,211,25,1987-04-22
Teresa Finley,161,24,2004-07-11
Brianna Sanders,234,36,1947-04-06
Kristen Rivas,216,31,1981-06-28
Sharon Larson,225,48,1998-02-25
Briana King,214,38,1978-03-06
Virginia Huang,232,39,1914-02-01
Samantha Hanna,163,28,1938-07-23
Stacy Nelson,209,50,1935-03-21
Brenda Allen,217,24,1980-07-22
Kristin Hodge,227,50,1934-06-13
Taylor Lang,225,50,1969-11-07
Sandra Bonilla,222,19,1960-06-02
Renee Garza,177,45,1921-07-09
Amanda Nelson,219,21,1958-10-21
Rachel Serrano,225,23,2004-04-14
Lisa Shelton,209,46,2009-06-13
Shelly Bryan,235,50,2004-01-05
Morgan Atkinson,238,45,2000-02-22
Veronica Martinez,236,25,1990-08-15
Jessica Larson,193,20,1984-03-23
Rebecca Blevins,225,37,1953-10-30
Brenda Murphy,212,27,1937-05-04
Katelyn Griffin PhD,237,43,1980-09-16
Mrs. Nicole Wilson,205,38,1993-08-15
Kelly Wilson,176,28,1987-10-19
Monica Gray,207,42,1994-09-12
Vanessa Edwards,163,19,1941-02-05
Jennifer Lara,182,24,1961-07-30
Julia Ross,215,23,1964-06-04
Maria Johnson,198,19,1994-10-02
Jenna Navarro,187,38,1934-07-09
Cynthia Russell,233,30,1955-02-20
Jessica Ross,237,31,1939-07-05
Colleen Martin,170,43,1987-08-05
Lisa Gray,171,37,1947-11-14
Amy Pugh,215,29,1977-09-29
Lori Boone,228,20,1972-12-25
Jordan Johnson,178,28,2011-07-25
Jennifer Farmer,195,41,2018-06-29
Deborah Santana,192,26,1977-11-12
Dana Carpenter,191,41,2002-05-02
Alisha Hill,188,49,1939-04-09
Morgan Baker,193,41,1971-10-13
Dana Sherman,167,49,1968-04-21
Rachel Good,197,35,1908-04-03
Dominique Ramirez,204,22,1934-03-01
Janice Wright,224,28,2007-10-14
Kimberly Rodriguez,186,31,1930-11-18
Lori Richardson,211,40,1988-10-22
Yesenia Smith,170,25,2016-04-13
Courtney Smith,209,45,2016-06-05
Ashley Garcia,240,41,1947-06-12
Breanna Santiago,231,24,1933-01-19
Katie Christian,169,45,2018-09-21
Beth Perry,202,36,1908-09-28
Anne Anderson,229,46,2000-12-18
Margaret Tucker,184,32,1955-11-29
Katherine Campbell,194,19,1963-01-28
Cheryl Hale,237,39,1964-03-02
Jessica Mitchell,211,43,1987-01-25
Marissa Chambers,157,39,1963-12-10
Kaitlyn Salazar,197,34,1908-02-15
Dr. Jessica Hunter MD,156,40,1989-12-18
Jennifer Armstrong,220,24,2005-11-12
Sarah Brown,194,39,1997-09-10
Rachel Gilbert,167,36,2008-05-21
Nicole Ford,223,44,1962-11-17
Angel Jones,193,45,1921-07-19
Ashley Torres,174,40,1998-07-22
Christina Martin,156,35,2013-04-15
Kathleen Johnson,172,22,1928-11-05
Jennifer Stewart,193,31,1907-10-02
Tamara Stewart,220,38,1906-07-18
Audrey Kim,177,24,2005-02-20
Carly Miller,168,24,1949-07-01
Sharon Thornton,228,33,1936-01-03
Kimberly Torres,165,41,1994-11-27
Melissa Ayala,157,28,1937-04-28
Kimberly Marshall,202,48,2000-10-31
Maria Reed,173,41,2010-05-22
Andrea Simpson,222,24,1964-03-17
Kelly Hicks,204,31,1990-03-11
Sharon Daniel,211,49,2014-01-20
Sarah Diaz,179,40,1925-03-20
Jamie Garrett,202,20,2011-12-19
Colleen Gonzalez,225,23,1964-12-19
Jacqueline Rodriguez,181,24,1971-04-23
Lindsay Hays,181,42,2007-02-28
Kelly Roberts,186,43,1955-07-22
Jamie Heath,227,27,2003-08-18
Jessica Welch,225,46,1940-02-22
Brenda Rodriguez,174,48,1960-08-26
Casey Woodard,154,40,1973-06-03
Denise Thomas,209,46,1980-01-31
Julie Parker,229,46,1938-01-02
Patricia Stevens,227,42,1927-05-29
Ashley Gomez,215,29,1922-11-19
Kelly Perkins,167,48,1926-01-07
Lisa Becker,211,32,1969-03-03
Tracy Herrera,161,20,1945-09-17
Kelly Knight,240,41,1997-07-25
Julie Mitchell,221,48,1933-06-14
Hannah Williams,227,41,1907-08-15
Tammy May,213,39,1985-10-16
Deanna Hanson,209,34,1989-10-10
Savannah Schultz,239,36,2015-05-28
Alyssa Zhang,156,20,1957-03-24
Danielle Davis,171,25,1967-05-20
Kimberly Wagner,171,32,1930-05-11
Nicole Carey,191,50,1926-02-03
Carrie Alvarado,177,39,2019-11-01
Cheryl Hardy,203,19,1988-07-04
Alexandra Mitchell,205,42,1991-02-08
Monique Alvarez,195,24,1910-08-23
Pamela Turner,179,50,1956-02-17
Tiffany Grimes,186,44,1948-09-08
Kathleen Jackson,213,49,1977-01-04
Madeline Poole,227,30,1989-08-30
Mackenzie Smith,163,25,1990-03-09
Audrey Miller,195,36,1992-03-07
Susan Goodwin,239,48,1955-10-24
Karen Rivas,221,45,1908-06-11
Rachel Torres,206,20,1978-11-01
Crystal Santiago,230,48,2017-03-13
Natasha York,160,40,2006-02-09
Amy Miller,222,40,1936-11-02
Kim Carrillo,159,43,1976-04-17
Frances Woodard,167,37,1977-04-29
Natasha Stevens,236,46,1910-08-03
Katherine Walker,182,42,1930-12-01
Rebecca Short,189,18,1913-10-10
Jessica Sanders,215,33,1948-11-14
Lori Holt,184,38,2018-11-10
Jamie Mccarty,218,27,1975-03-16
Jennifer Richards,209,46,2013-07-22
Deanna Bishop,231,31,1936-03-24
Marie Martin,180,19,2001-08-27
Christina Alvarez,213,48,1991-10-24
Danielle Brown,178,48,1973-10-24
Karen Chang,193,40,1980-08-31
Maria Booker,168,45,1937-05-28
Stephanie Burns,188,40,2016-04-04
Wanda Lee,179,36,1970-06-13
Melissa Martinez,173,38,2004-07-03
Jamie Odonnell,192,41,1926-09-16
Sharon Russell,193,40,1926-12-29
Natalie Montgomery,194,46,1931-11-16
Tracey Love,234,35,1938-03-15
Tanya Weiss,181,30,1979-02-15
Erica Page,163,43,1966-12-24
Joanna Contreras,240,24,1947-01-09
Tracy Kerr,231,46,1933-07-27
Gloria Garza,153,18,1954-07-18
Shelby Romero,173,21,1932-12-19
Dr. Bonnie Nelson MD,192,49,2006-06-01
Crystal Riley,198,35,2010-11-04
Nina Obrien,175,44,1947-11-22
Rebekah Lynn,194,27,1964-03-02
Savannah Armstrong,205,46,2000-07-31
Kathleen Gutierrez,212,47,1969-01-02
Megan Martinez,163,19,1928-04-23
Jennifer Pierce,215,27,2012-11-12
Emily Stevens,185,30,1912-03-18
Christy Pena MD,225,41,1994-10-16
Hannah Brown,231,30,2006-08-27
Mary Williams,225,21,2008-12-01
Briana Maldonado,201,26,2015-07-24
Maria Bauer,203,34,1932-04-02
Tara Parker,206,29,1928-03-09
Belinda Hughes,176,18,2014-12-19
Carla Hamilton,226,49,2006-11-14
Angela Johnson,197,30,1951-01-29
Kimberly Lawson,240,42,1926-04-14
Kayla Smith,181,42,1951-05-28
Laura Hernandez,153,33,2021-12-28
Katherine Turner,165,44,1975-07-20
Stacey Miller,238,26,1935-04-05
Ashley Sanchez,193,44,1967-06-11
Elizabeth Wiley,180,39,1944-02-10
Stephanie Cameron,153,49,2004-01-21
Lisa Ramos,214,24,1916-08-16
Margaret Foley,238,44,1929-06-01
Nicole Serrano,235,34,1956-09-17
Mrs. Katelyn Schmidt,206,38,1986-10-29
Diana Blackwell,181,44,2004-04-20
Karen Humphrey,194,30,1919-11-18
Sharon Harris,206,33,1980-03-21
Veronica Miller,240,49,1961-09-10
Kayla Carter,176,49,1987-09-03
Deanna Davis,239,19,1982-09-14
Cindy Moore,217,41,2020-10-11
Jane Hughes,205,21,1935-06-26
Brandy Holmes,201,23,1926-04-08
Emily Allen,173,37,1981-07-02
Vanessa Leblanc,156,40,1910-02-12
Yvonne Bright,237,37,1977-04-26
Haley Scott,197,20,1926-07-13
Rebecca Miranda,204,22,1906-06-09
Melissa Thomas,159,24,1962-12-06
Hannah Rose,157,23,1984-10-26
Stacy Butler,238,28,1985-05-19
Mary Lewis,220,25,2019-02-26
Angel Brown,156,29,1978-10-31
Susan Huff,194,34,1943-05-17
Shannon Ashley,235,43,1910-06-26
Lisa Smith,177,41,2014-06-02
Nichole Gomez,220,20,1990-03-06
Karen Li,154,50,1985-06-29
Charlotte Johnson,230,27,1960-01-24
Angela Hudson,161,36,2017-06-07
Tami Preston,184,20,1994-01-15
Elizabeth Lane,187,42,1932-07-28
Cassidy Rogers,237,26,2008-04-17
Stacey Johnson,230,31,1924-04-21
Aimee Jackson,200,47,1917-02-16
Alison Page,161,40,1990-05-17
Mary Thompson,169,31,1999-09-01
Deanna Brown,223,36,1976-10-24
Rachel Spence,217,19,1912-03-27
Michelle Miller,174,34,2008-08-16
Nicole Johnson,181,29,1973-11-03
Rebecca Mclaughlin,217,26,1987-10-04
Megan Lee,173,42,1930-05-19
