Marie Macdonald,208,35,1992-09-21
Rebecca Velazquez,232,45,1983-09-27
Karen Tapia,193,35,1929-07-28
Ashley Turner,207,38,2005-01-10
Jennifer Harper,211,18,1908-03-27
Patricia Thompson,196,21,1975-05-07
Lisa Brown,198,20,1916-03-27
Dr. Jessica Miller,167,48,2012-11-01
Patricia Davis,176,29,1944-04-25
Carrie Carey,183,45,2015-05-12
Brandy Hernandez,213,26,1977-08-11
Amy Clayton,214,40,1968-04-06
Shannon Reed,207,41,1968-09-05
Jennifer Gonzalez,198,20,1968-07-23
Hannah Jones,189,32,1947-10-19
Jennifer Watson,190,40,1947-03-31
Caitlin Houston,223,19,2011-03-23
Denise Shepherd,156,22,2007-05-11
Gabriella Johnson,170,27,1982-09-16
Brittany Ellis,165,24,1984-01-25
Stephanie Medina,203,40,1988-06-27
Martha Mills,154,48,1941-09-29
Cindy Wolf,238,22,1940-01-01
Margaret Mcintyre,173,41,1922-07-31
Crystal Hunt,229,31,1986-05-10
Stacy Santana,170,31,2004-01-23
Heather Copeland,218,30,1939-01-29
Holly Davila,166,21,1947-02-28
Rebecca Holmes,194,42,1953-01-27
Jennifer Walters,163,32,1956-02-19
Kristin Long,173,34,2015-02-26
Amanda Morton,182,45,2016-04-26
Melissa Cummings,187,29,1948-03-03
Tammie Morrow,192,30,1919-09-09
Lisa King,201,34,1978-05-10
Debra Terry,184,31,1974-04-28
Heather Morgan,200,41,1929-10-02
Renee Vasquez,184,21,1961-11-29
Amanda Perez,214,49,2011-06-22
Kristen Martin,197,45,1981-05-07
Sarah Rosales,214,42,1946-01-21
Carrie Harris,205,40,1929-05-04
Dorothy White,216,35,1938-07-17
Kelli Haynes,175,26,1944-06-05
Elizabeth Gould,201,47,2011-04-04
Jordan Harrison,227,50,1998-05-29
Melanie Weaver,197,40,1989-05-31
Alexis King,202,50,1912-02-20
Cathy Mcbride,197,31,2000-08-08
Amy Sanchez,218,19,2009-09-30
Andrea Carroll,199,22,1939-05-10
Cynthia Lee,224,46,1912-07-04
Sarah Berry,176,23,1917-02-10
Lindsay Glover,235,18,1996-10-07
Rebecca Brock,212,26,1938-12-28
Dr. Tina Haley,193,25,1932-10-02
Kim Hogan,167,44,1953-10-21
Jordan Mann,177,40,2013-05-09
Breanna Russo,179,18,1974-01-25
Bethany Roberson,170,20,1987-10-25
Amy Perry,160,50,1916-11-09
Emma Chavez,189,22,1961-09-03
Brianna Dixon,177,40,1952-08-06
Krista Pacheco,239,18,1950-05-31
Anne Brown,231,19,1966-05-14
Connie Lawrence,195,50,1967-06-09
Erica Thompson,224,26,1951-05-02
Melanie Marshall,239,50,2006-08-31
Sue Martin,201,46,2006-12-08
Miranda Rodriguez,221,39,1918-12-01
Patricia Sandoval,155,47,1974-01-10
Cynthia Barajas,231,31,1961-03-01
Tina Burch,168,24,2014-12-11
Diane Allen,211,38,2004-12-12
Kelly Matthews,195,42,1980-09-01
Barbara Spencer,224,40,1983-06-30
Mary Peterson,177,34,2021-05-26
Sharon Gomez,165,37,1955-09-02
Kathryn Cooper,170,32,1973-02-17
Vanessa Johnston,234,37,1969-02-23
Mary Davis,183,36,1917-05-21
Andrea Hooper,156,28,1979-08-09
Angela Smith,220,19,1987-04-11
Stacey Yates,182,44,1942-02-12
Michelle Lewis,181,35,1970-05-06
Shannon Castillo,201,32,1940-11-27
Courtney Price,169,34,1982-03-01
Brandy Keith,212,39,1924-01-17
Heidi Ingram,153,39,1939-09-07
Lauren Austin,191,34,1943-06-14
Jasmine Williams,172,40,1931-06-09
Amber Escobar,215,40,1993-01-16
Lori Smith,162,46,1941-06-02
April Morris,218,34,1995-12-13
Penny Curry,200,45,1996-11-11
Theresa Russell,173,40,2020-11-27
Crystal Barton,234,33,1912-12-08
Jamie Rodriguez,180,47,1996-06-17
Lindsay Schwartz,153,32,1937-10-22
Gina Garcia,208,26,2001-04-13
Chloe Mann,188,49,1920-03-29
Brittany Summers,216,24,2020-04-28
Gabriella Allison,183,34,1924-03-06
Melissa Diaz,187,39,2017-10-26
Alexis Washington,172,21,1951-05-21
Kristie Sawyer,200,40,1925-09-12
Lindsey Mckee,236,32,1926-05-31
Jessica Blevins,188,38,1931-03-22
Megan Cruz,155,30,1919-11-30
Nancy Gallegos,185,33,1990-01-13
Kathleen Jenkins,184,50,1999-06-05
Lindsey Lewis,173,43,1915-05-22
Natasha Gordon,204,28,1916-04-22
Kylie Thornton,197,28,1973-04-07
Carolyn Allen,195,46,1922-01-22
Miranda Turner,155,29,2021-11-21
Patricia Blevins DDS,160,32,1998-10-06
Melissa Rogers,185,25,1944-07-05
Heather Schmidt,227,34,2005-03-05
Nancy Patton,198,19,1917-04-27
Angela Perry,237,33,1912-02-18
Jessica Jones,163,35,1974-12-03
Sue Hall,224,36,1970-06-21
Tammy Smith,197,46,1995-01-03
Emma Long DVM,232,44,1968-01-30
Morgan Guerra,200,46,1983-08-21
Rhonda Coleman,237,46,1974-05-30
Stephanie Gregory,199,22,1958-01-22
Nancy Lane,196,24,1929-10-01
Pamela Blackburn,228,40,1964-12-26
