Kevin Archer,211,18,1988-07-24
Tyler Ford,153,48,1930-04-19
Trevor Rosario,206,38,1966-10-18
Jonathan Morrison,228,23,2018-02-23
Logan Coffey,232,29,1948-02-04
Michael Weber,189,22,2018-10-04
Timothy Williams,192,47,1982-04-19
Dale Thompson,169,18,1917-05-27
Robert Delacruz,231,32,1977-02-03
Corey Robinson,171,19,1925-04-05
Frank Sutton,205,36,1988-10-23
Mark Castaneda,179,50,1950-03-16
Anthony Graves,210,50,1978-06-14
William Michael,153,40,1950-10-26
Michael Smith,231,32,1922-11-27
Aaron Wright,217,49,1962-11-27
Joel Smith,228,22,1966-01-06
Mr. Casey Bishop,167,32,1966-11-22
Jake Castro,203,36,1942-11-14
Isaiah Edwards,188,48,1945-12-17
Jesse Armstrong,170,46,2020-11-12
Marc Smith,171,45,1949-07-11
Gregory Baker,201,45,2003-07-15
Jimmy Fields,171,28,1937-08-05
Edward Barnes DDS,205,32,1968-02-11
Andre Duncan,207,38,1917-12-06
Charles Jensen,192,45,1990-12-06
Keith Newton,155,44,1926-02-22
David Allen,237,33,1976-07-28
Michael Mendoza,233,46,1968-06-23
Ralph Campos,162,35,1976-12-22
Daniel Graham,154,30,1989-11-19
Carlos Brooks,188,30,1920-11-24
Bernard Fisher,194,33,1998-11-27
Nicholas Kelly,232,47,1995-12-14
Ryan Li,229,38,1960-11-07
Michael Contreras,235,21,2009-09-19
Ronald Berry,183,48,1963-12-22
Charles Sanchez,181,31,2020-03-01
Joe Jenkins,240,18,2006-01-15
Anthony Simpson,188,46,1933-10-16
Harry Oliver,228,25,2010-06-23
David Brady,159,45,1927-11-11
Shaun Miller,197,49,1987-07-06
Corey Rodriguez,204,23,2020-04-30
Paul Morris,171,22,1992-02-26
Michael Flores,208,41,2012-12-07
Matthew Adams,206,29,1971-02-08
Jeremy Brown MD,196,50,1927-03-29
Nathan Fowler,172,48,2012-10-29
Richard Tucker,213,24,1973-04-03
Daniel Kelley,167,44,1911-04-13
Gary Johnson,236,36,1995-07-04
Anthony Hodges,231,33,1967-04-26
Paul Castro,225,47,1920-10-31
Marcus Reed,165,43,1931-11-06
David Jones,225,27,1984-07-04
David Bates,204,39,1948-12-24
Brian Stevens,210,27,2010-05-28
Brian Freeman,187,29,1990-04-30
Jerry Warren,168,38,1987-01-07
Jeffrey Castro DDS,240,30,1936-09-01
Mark Hester,190,36,1954-08-14
Dustin Mcbride,155,19,1947-07-09
Ian Ross,170,44,2015-11-14
Thomas Bell,185,37,1937-05-05
Jeffery Hughes,172,42,2014-03-20
Taylor Kim,230,33,1971-12-20
Jason Spencer,181,30,1944-12-01
Larry Burton,234,37,1953-10-25
Richard Robinson,187,31,1983-03-08
Leon Patterson,227,39,1984-06-14
Reginald Huffman,220,29,1919-07-14
Gregory Rodriguez,215,48,1995-01-02
Larry Miller,225,31,2007-02-28
David Weeks,238,33,2006-03-11
Austin Weaver,181,24,1947-09-05
Dylan Pruitt,204,48,1936-06-12
Robert Smith,238,26,1973-08-12
Jerome Hodges,157,39,1967-12-20
Benjamin Bowman,223,23,1912-04-26
Robert Thomas,219,27,1926-01-30
Paul Williams,238,44,1944-03-20
Brent Hardy,204,49,1925-01-28
Richard Hubbard,154,40,1985-07-21
Nathan Diaz,227,22,1953-10-30
James Blackwell,215,46,1922-03-26
Joshua Wilson,212,26,1946-02-21
Daniel Curtis,160,34,1980-10-23
Phillip Meza,193,22,1971-01-17
Alexander Williams,194,42,1923-05-23
Matthew Hammond,214,41,2000-04-18
