Matthew Petersen,225,43,1982-03-17
Eric Gates,154,41,1930-05-01
Mr. Joseph Greene,193,20,1940-01-22
Dale Knight,158,26,1938-04-05
Daniel Long,228,18,1952-08-31
Christopher Rose,201,29,1927-08-30
Jeffrey Perez,230,42,2012-10-02
Richard Stark,183,27,1997-08-09
Phillip Walker,176,18,1929-12-07
Dylan Estrada,156,48,2006-09-23
Daniel Hernandez,158,47,2010-08-06
Gabriel Gutierrez,158,26,1981-09-04
Seth Hamilton,200,31,2014-09-17
Thomas Moore,167,29,2001-08-29
Eric Ross,200,36,2018-10-21
Aaron Howard,192,46,2000-12-06
Dennis Murray,198,28,1936-11-28
Reginald Solis,239,50,1948-04-17
Jon Wood,191,42,1977-04-24
Patrick Smith,158,33,1996-04-16
Raymond Cortez,168,18,1958-12-07
Tyrone Zimmerman,155,19,1960-01-13
Nicholas Hogan,227,45,1979-05-03
Benjamin Evans,232,26,1989-09-13
Wayne Small,191,27,1968-06-23
Martin Wells,223,28,1914-08-24
Joshua Greer,228,40,1983-08-16
Juan Curry,210,47,2016-08-11
Jeremy Byrd,164,29,1995-02-17
Daniel Perez,156,38,1932-11-30
Austin Clark,180,26,1929-11-30
Paul Krueger,212,37,1983-03-29
Eduardo Gonzalez,217,50,1993-12-03
Joseph Campbell,166,36,1969-03-24
Marcus Stevens,174,46,1983-09-14
Stephen Pierce,174,19,1993-10-03
Richard Ferguson,177,21,1938-11-01
Zachary Silva,228,45,1932-05-20
Todd Green,201,50,2000-10-21
Steven Morris,214,28,2011-06-29
Robert Johnson,165,27,1991-03-22
Jacob Rivera,206,34,1973-05-27
Greg Morris,225,36,1989-07-31
Nathaniel Edwards,167,19,1958-10-15
Connor Horne,220,49,1974-11-30
John Gibson,230,46,1931-01-03
Thomas Brown,210,28,1984-04-15
Jerry Banks,174,29,1964-08-02
Travis Davis,164,29,1987-07-12
Kenneth Middleton,172,34,1989-07-15
Corey Lowe,153,31,1939-08-13
Dennis Riddle,166,27,1975-08-14
Charles Wright,168,49,1936-07-05
Matthew Berger,238,33,1927-10-13
Patrick Woods,199,50,1910-06-25
Joseph Warren,209,36,2021-02-28
Roger Baird,185,25,1972-10-07
Michael Lawrence,168,32,1970-07-06
James Garza PhD,178,38,1913-07-11
Donald Wells,215,27,1910-06-29
Kevin Blake,179,21,1999-09-15
Nicholas Kelley MD,191,48,2005-04-29
Charles Cisneros,240,38,1909-07-26
Brandon Rivers MD,163,35,1973-08-24
Daniel Mack,159,26,1967-05-04
Garrett Baxter,196,36,1951-11-26
Luke Cochran,200,18,1975-07-01
Anthony Wells,179,28,1991-09-29
Jeffrey Walters,235,38,1910-10-25
Dr. Curtis Dodson MD,162,18,1957-11-01
Anthony Hubbard,176,31,1998-06-22
Adam Santos,181,29,1919-01-03
Robert Morgan,172,50,1959-05-21
Jeffery Stone,163,44,1945-05-02
Steven Williams,237,38,2014-10-16
Christian Hernandez,176,20,1958-09-16
Adam Gonzales,162,43,1971-07-23
