Kimberly Zuniga,166,18,1964-12-08
Jennifer Brown,160,37,1991-06-24
Stacy Davis,167,47,1975-01-20
Jessica Graham,168,19,1954-09-03
Christine Larsen,206,33,1910-04-08
Victoria Kaiser,174,33,1990-12-15
Stephanie Mullins,181,32,2010-09-28
Lisa Rogers,160,26,1932-02-06
Molly Salazar,231,36,1977-10-07
Tasha Stevens,219,29,2010-08-11
Terri Jackson,180,23,1954-07-04
Denise Bowman,163,24,2004-12-02
Kathy Bryant,189,48,1953-01-07
Natalie Lopez,192,49,1921-05-30
Dorothy Hardin,225,45,1993-02-04
Tiffany Harvey,154,46,1933-10-30
Nancy Stephens,226,34,1998-01-12
Tara Reynolds,196,24,1934-04-23
Laura Davidson,214,35,1951-02-06
Susan Weber,229,34,1994-04-30
Beth Abbott,226,50,1921-10-16
Mrs. Tammy Chavez MD,209,26,1958-05-19
Denise Stephens,165,23,1986-11-25
Shannon Cook,227,45,2013-09-22
Michele Wiggins,160,33,1940-08-26
Patricia Miller,221,49,1948-01-09
Kathryn Cervantes,187,50,1995-08-14
Pamela Gibson,206,41,1916-03-24
Sandy Perez,178,19,1951-09-09
Lisa Bright,166,36,1928-07-23
Kristen Coleman,188,24,1976-01-15
Tammy Salinas,160,18,1940-03-04
Amber Barajas,209,31,1910-05-25
Kathleen Garcia,217,39,2014-05-10
Isabella Nelson,233,44,1942-07-05
Laurie Cruz,205,40,1983-11-29
Alyssa Williams,187,19,2019-05-15
Crystal Buck,172,37,1975-08-21
Danielle Williams,191,28,1985-08-06
Nicole Cummings,194,29,2009-02-25
Ashley Carter,182,27,1938-02-16
Linda Gregory,221,42,1950-11-21
Rachael Stewart,189,29,1933-06-08
Dr. Monica Hernandez,190,22,1925-07-06
Regina Hernandez,158,36,1940-01-01
Lisa Rodriguez,228,20,1971-01-02
Jennifer Harris,177,43,1961-01-14
Kimberly Wilson,176,30,1942-05-09
Marie Singh,169,29,1940-06-14
Tammy Turner,171,30,1917-05-29
Dawn Ponce,224,32,1946-06-02
Tiffany Mathis,208,44,1975-07-19
Carmen Robinson,202,27,1988-08-12
Anna Moore,192,21,2014-11-22
Vanessa Peterson,155,30,1979-03-31
Mrs. Brittany Alvarado,156,30,2001-06-13
Michelle Randall,228,37,1931-05-26
Gina Roberts,233,18,1985-09-22
Jessica Jones,215,23,1972-07-28
Regina Carrillo,187,32,2004-02-16
Anita Perez,165,22,2006-12-22
Tracy Moore,208,45,1923-08-04
Linda Mathis,228,20,1989-05-21
Elizabeth Chan,155,48,1972-08-31
Amanda Smith,240,44,2016-09-20
Jennifer Scott,224,38,1918-07-31
Charlene Perez,160,41,1951-08-22
Tami Mcclure,220,36,1996-10-23
Martha Olson,233,50,1911-06-25
Katherine Jones,235,34,1909-07-31
Jennifer Smith,237,26,1924-05-15
Jamie Reynolds,175,18,1948-05-24
Lisa Allen,227,32,2018-07-15
Jennifer Lopez,196,18,1944-01-30
Linda Vazquez,228,23,2000-03-25
Kristi Roberts,155,23,2021-05-28
Melanie Li,228,28,1970-06-08
Morgan Vance,154,40,2002-09-07
Renee Leblanc,196,30,1995-12-30
Erica Robertson,236,50,1937-10-25
Jennifer Bowen,206,20,1988-08-23
Rachel Nicholson,170,18,2021-04-14
Frances Ellison,200,29,1974-06-10
Patricia Moore,239,23,1921-04-05
Danielle Barrera,203,32,1991-05-31
Emily Anderson,220,41,1925-10-09
Tracy Pacheco,217,24,2020-05-15
Stephanie Garrett,211,19,1956-05-11
Stephanie Alvarado,195,33,2022-02-06
Dawn Robinson,174,18,1919-10-17
Heidi Henderson,225,25,1945-08-12
Ms. Amy Preston,210,28,2017-08-14
Carla Vargas,173,35,1946-11-22
Ann Larson,220,33,1938-01-17
Andrea Lopez,179,40,1916-05-23
Tiffany Harper,185,33,1988-04-13
Mary Marsh,180,44,1961-04-25
Jennifer Humphrey,174,41,1923-10-06
Kimberly Austin,235,41,1990-08-28
Michelle Buck,177,46,1935-02-04
Terri Murray,219,45,1930-10-09
Virginia Wallace,240,34,1938-06-18
Lauren Weber,163,33,1929-12-27
Vickie Wang,232,24,2019-09-01
Briana Johnson,239,33,1949-06-15
Amber Gordon,182,33,1934-09-07
Chelsea Mckee,209,18,1942-04-18
Brianna Ramsey,161,43,1963-05-31
Linda Acosta,227,45,1997-02-07
Megan Grant,196,27,1933-07-13
Robin Shaffer,213,20,1945-08-07
Patricia Chavez,168,26,1951-12-09
Beverly York,185,49,1961-10-14
Brittney Perkins,165,20,1958-11-26
Rachael Allen,227,30,2001-02-03
Chelsey Moore,230,31,1990-09-27
Donna Koch,228,24,1927-06-08
Elizabeth Burton,221,27,1967-09-28
Colleen Mack,181,32,1981-06-26
Madison Chandler,153,30,1988-02-29
Kristi Patterson,166,32,1922-02-24
Jessica Carter,205,19,1994-04-07
Kirsten Johnson,213,48,1987-12-07
Melissa Lewis,239,19,1941-12-11
Alyssa Edwards,217,35,1909-02-15
Jessica Lee,216,23,1914-06-27
Jill Rosario,225,27,1908-06-07
Melissa Anderson,160,39,1930-12-07
Mary Richardson,221,40,1947-12-14
Rebecca Griffith,185,44,1919-01-09
Brooke Spencer,236,23,1936-08-04
Abigail Munoz,192,29,2008-02-12
Gina Hurst,177,23,1983-10-25
Carrie Jenkins,239,20,1927-05-25
Traci Mendez DVM,175,25,2004-10-08
Kelly Burgess,223,29,1932-03-05
Cynthia Cortez,170,39,2009-03-23
Sandra Wright,170,50,1947-02-27
Shannon Williams,214,37,2011-02-27
Leslie Durham,240,33,1936-10-28
Victoria Serrano,221,21,1929-11-14
Kathy Ortega,207,47,1996-06-23
Sandra Bowman,223,24,1918-11-05
Linda Dean,163,38,1937-06-12
Samantha Chapman,178,35,1976-01-21
Emily Spencer,226,29,1946-11-03
Lisa Guerrero,193,31,1950-03-15
Mary Morales,188,31,1988-09-22
Miss Annette Hogan,229,47,1907-11-19
Candace King,218,45,1937-09-22
Angel Foster,158,34,1937-03-19
Amy Smith,240,29,1994-05-23
Dawn Griffin,195,36,1988-11-02
Tina Arnold,163,23,2011-11-30
Isabella Sandoval,206,47,1988-06-17
Amanda Harvey,228,47,1966-04-23
Elizabeth Guzman,217,37,1994-06-07
Sharon Ray,188,42,2000-04-25
Maria Miller,208,39,1906-10-16
Alicia Bryant,186,23,1979-03-13
Ann Mccarthy,215,38,1980-10-24
Lisa Lewis,188,19,1944-10-09
Rebecca Barnes,156,26,1996-09-05
Sarah Lynch,166,41,2000-06-20
Nicole Williams,158,24,1992-11-04
Crystal Harris,189,22,1989-02-16
Tonya Reynolds,221,22,1933-05-28
Theresa Ortiz,181,47,2002-08-07
Tanya Davis,176,25,1969-02-27
Taylor Sloan,170,42,1936-06-27
Ashley Rogers,165,31,1995-08-30
Julie Castaneda,169,23,2017-05-25
Vanessa Jones,196,48,1977-06-08
Angela Diaz,153,47,1945-09-12
Anna Suarez,211,45,2009-01-11
Danielle Bennett,175,24,1963-06-23
Brenda Quinn,186,46,2019-03-10
Lisa Hernandez,165,49,2013-06-20
Hannah Mccarthy,209,21,1923-07-11
Kimberly Clark,181,18,1965-04-30
Brittany Zimmerman,228,19,1958-02-17
Kristine Estrada,222,42,1911-10-27
Ms. Lisa Lyons DVM,193,22,1940-06-21
Taylor Murphy,158,25,2015-07-18
Maria Bush,196,20,1992-06-29
Stephanie Garcia,236,40,2019-11-08
Kaitlyn Keith,237,26,1981-08-20
Ellen Schmitt,230,21,1913-08-05
Angela Brown,205,22,2001-01-21
Catherine Logan,159,29,1951-07-25
Morgan Hart,171,20,2015-02-24
Kim Hawkins,163,49,1992-09-05
Stacy Norton,166,35,1989-02-26
Linda Payne,205,48,1934-03-04
Samantha Scott,173,49,1960-03-08
Erica Harvey,171,30,1931-05-25
Donna Lee,235,38,1983-01-30
Theresa Grant,204,50,1921-06-14
Ms. Erin Jacobs,204,43,1916-06-24
Stephanie Jackson,179,22,1928-12-25
Julie Case,169,25,1913-07-12
Ashley Nelson,237,31,1957-07-04
Tonya Maddox,184,21,1934-01-18
Patricia Powell,207,39,1921-06-07
Brandi Allen,217,43,1927-11-06
Faith Tran,209,38,1985-06-11
Katie Green,158,46,1986-08-03
Melanie Morris,236,18,1985-05-12
Theresa Edwards,203,40,1968-07-01
Lisa Bond,236,47,1956-02-08
Melinda Reed,222,42,1972-04-22
Rebecca Kelley,228,37,2013-01-28
Laura Lopez,229,41,1931-05-22
Lisa Vega,186,30,1921-07-06
