Diamond Watson,214,20,2020-09-15
Rita Walsh,233,36,1938-11-08
Brenda Harding MD,209,49,1980-09-19
Jennifer Villarreal,161,34,1959-10-25
Rebecca Flores,175,32,2003-10-21
Carolyn Strong,239,38,1975-03-08
Phyllis Rose,236,26,2014-07-21
Rachel Diaz,198,35,1994-08-07
Andrea Castro,196,49,1912-10-06
Sara Munoz,153,23,1960-12-06
Gina Brown,209,20,1971-06-13
Carmen Diaz,179,25,1983-01-15
Amber King,189,43,2020-03-09
Breanna Smith,236,37,2007-05-07
Patricia Jones,186,33,1917-11-08
Morgan Brown,157,22,1939-02-25
Tina Villa,232,35,1962-03-09
Lisa Thomas,170,26,1956-11-16
Vanessa Briggs,201,44,1959-03-20
Stephanie Mcmahon,159,40,1932-09-15
Debra Barnett,222,21,1915-05-14
Michelle Clark,206,31,2010-10-04
Sandra Mccoy,205,47,1916-11-10
Deanna Curtis DVM,212,37,1951-01-27
Michelle Benson,223,39,1960-09-20
Whitney Robinson,183,18,1944-05-05
Tonya Barrera,219,33,1911-12-27
Barbara Nixon,173,47,1936-04-23
Heidi Johnson,190,29,2019-07-15
Kathleen White,229,50,1933-07-08
Stacey Meyer,167,20,2000-07-16
Kelsey Holt,174,46,1990-10-18
Chelsea Mccarthy,236,31,1916-02-09
Pamela Anderson,229,18,1908-10-22
Katherine Williams,210,37,2010-11-26
Amy Fletcher,200,27,1983-12-25
Lori Stafford,229,41,2015-10-15
Kimberly Butler,216,18,1926-06-28
Natalie Rodriguez,165,37,1935-11-14
Christina Williamson,199,32,1930-09-14
Stephanie Hardy,174,46,1925-01-09
Brianna Brown,154,36,2001-08-04
Allison Perez,166,33,2018-03-04
Megan Hartman,207,44,1906-12-21
Cheryl Stephens,237,28,1998-09-19
Kelly Brown,235,47,2007-08-09
Stacey Jones,200,24,1933-12-30
Christina Bradley,185,29,1936-12-05
Krystal Lewis,186,45,2021-06-25
Paula Morales,164,30,1982-03-07
Laura Mitchell,224,25,1920-08-30
Jacqueline Morales PhD,223,41,1913-03-14
Christine Roberts,212,18,1961-09-17
Jennifer Gonzalez,190,34,2003-05-24
Janet Vang,176,24,1970-08-01
Danielle Matthews,224,43,1934-01-26
Sarah Mosley,212,21,1974-08-29
Melinda Frazier,215,35,1970-08-08
Robin Wilson,172,42,1974-06-11
Donna Bartlett,222,20,2022-05-08
Amy Ali,237,49,1984-03-19
Melissa Moreno,193,26,1936-08-29
Karen Morris,153,19,1949-12-06
Jennifer Williams,183,45,1961-02-21
Kimberly Gonzalez,211,45,1957-06-29
Erin Johnson,205,21,1941-07-01
Michelle Mcguire,209,45,2018-07-22
Amy Bishop,171,39,1939-06-25
Angela Garcia,191,25,1968-04-15
Priscilla Willis,185,42,1981-12-10
Renee Werner,215,33,1935-05-02
Jennifer Salazar,178,32,1941-07-25
Samantha Farrell,219,21,1968-08-01
Bethany Brock,174,46,1967-02-27
Kristin Rosales DVM,229,33,1924-01-15
Deanna Smith,233,43,1963-09-04
Lisa Wade,206,30,1945-02-25
Lindsey Beltran,213,27,1979-06-29
Tracey Delgado,187,50,1926-04-18
Christina Jacobson,157,45,1941-07-14
Wendy Hill,207,26,1983-04-07
Dana Melton,171,41,1919-06-04
Laura Anderson,224,45,2000-08-11
Amanda Moreno,173,19,1940-01-12
Stephanie Weaver,236,31,2007-02-14
Jessica Wade,179,23,2000-05-28
Angela Brown,235,45,1949-02-19
Rachel Wilson,231,37,1935-12-16
Joyce Morton,158,29,1906-08-02
Rebecca Parker,176,33,1941-05-18
Heather Johnson,168,27,1963-08-14
Samantha Lee,168,21,1967-11-29
Alicia Brown,167,27,1968-07-13
