Omar Smith,165,32,1993-07-18
Lee Cook,218,37,1918-11-15
James Holland,204,42,1911-09-27
Sean Odonnell,210,41,2009-08-08
Austin Simmons,173,20,1911-11-03
Shawn Fernandez,234,21,1941-09-08
Richard Cannon,228,34,1910-03-09
Joseph Smith,208,49,1931-01-14
Matthew Bowers,217,18,1963-01-25
Gregory Jennings,220,41,1977-11-07
Anthony Wilson,226,46,2013-08-03
Jason Cox,158,18,1927-04-04
Darren Gonzalez,161,50,1913-02-13
Todd Horton,227,43,1970-05-14
Adam Petersen,213,25,1931-03-25
Michael Hernandez,232,46,1989-11-22
Robert Bailey,200,29,1926-01-23
Timothy Winters,236,45,1978-04-10
Jason Velez,223,24,1995-11-05
Alexander Lewis,177,29,1907-10-17
Robert Bell,200,39,1999-03-04
Garrett Sullivan,189,34,1945-10-15
Timothy Campos Jr.,159,49,1911-11-26
Brian Cervantes,175,24,1928-03-12
James Cobb,165,36,1966-03-07
Steven Taylor,231,28,1978-08-31
James Salinas,179,43,2006-06-04
Alan Fleming,183,47,1936-01-08
James Bell,171,21,1983-07-05
Scott Reilly,169,33,1996-02-10
Daniel Griffin,163,21,1991-03-09
Edgar Hobbs,221,29,1908-07-29
Matthew Smith,205,38,1923-01-09
Philip Allen,208,20,1959-01-02
Michael Mathews,208,35,1989-04-06
Phillip Miller,221,28,2002-07-29
Erik Sullivan,200,21,1991-07-03
Joshua Newman,180,42,1957-08-16
Joel Bennett,203,39,1983-01-20
Jerry Fernandez,207,31,1987-05-20
Kevin Davis,232,18,1941-11-25
Vincent Peterson,185,45,2014-05-21
Jeff Luna,215,45,1932-04-19
Vincent Arias,237,30,1967-07-31
Jordan Jones Jr.,185,21,1997-09-20
Carlos Hill,169,24,1944-10-28
Joshua Hughes,195,35,1920-06-08
Michael Monroe,172,21,1935-10-12
Christopher Jordan,169,42,1996-04-03
Michael Holmes,196,28,2004-10-26
Christopher Fletcher,166,28,1990-09-18
Adam Young,190,28,1978-01-22
Nicholas Dixon,240,35,1935-12-07
Christopher Hopkins,160,41,2005-01-02
Jason Davis,220,41,1917-11-06
James Lewis,225,29,1977-10-22
Nathaniel Kelley,190,25,1950-12-17
Mark Rogers,234,40,1990-07-09
Darryl Robinson,201,48,1913-08-07
Gerald Clark,164,20,1922-02-03
Christopher Duran,227,18,2003-02-14
Brian Cole,177,44,1963-12-15
Jared Kennedy,185,20,1952-11-29
Luis Nelson,199,35,1985-12-24
Robert Fernandez,159,35,1996-10-23
Scott Martinez,186,20,1956-04-22
Steven Burke,227,36,1974-12-16
Jerry Hogan,168,41,2001-05-05
Donald Knight,228,23,1909-05-10
Matthew White,194,48,1933-06-09
Steven Wood,175,29,1999-01-24
Cameron Mullins,232,35,1979-06-12
Miguel Martinez,160,28,2002-08-22
David Howard,184,23,1956-12-21
Shaun Boyer,186,42,1984-10-02
Martin Brown,175,36,1921-05-08
James Romero,223,22,2001-09-19
Alexander Jennings,194,29,1988-10-07
David Shaw,227,40,2013-08-21
Austin Gonzalez,154,26,1952-10-18
Andrew Mack,239,20,1943-02-23
Christopher Buchanan,231,42,1960-01-14
Daniel Frederick,210,48,2011-06-13
Paul Pham,158,40,1931-12-28
Charles Horne,177,21,1958-07-06
Jeffrey Rocha,164,40,1958-10-15
Paul Roberts,232,49,1961-01-23
Anthony Perez,158,20,1953-01-10
Jeremy Meza,156,24,1927-03-30
Duane Munoz,237,20,1993-12-12
Kenneth Wilson,217,42,1977-07-10
John Hernandez,221,25,1930-12-14
Ryan Harrison,179,43,1972-11-29
Jake Morgan,175,44,2014-10-13
Daniel Wilson,174,22,1962-06-13
